time,value
0.0,0.043528465612924755
0.02,0.06825566957126616
0.04,-0.03586099451835106
0.06,0.0135886834133672
0.08,-0.03264261849035889
0.1,-0.028281812856155532
0.12,0.03485226167394171
0.14,-0.0017342217829535629
0.16,0.07828416188689552
0.18,-0.021700461541631445
0.2,0.044970134961352014
0.22,0.0043836035831001895
0.24,0.03581001043849049
0.26,-0.0201220945798476
0.28,-0.002230147689821222
0.3,-0.005197449568452064
0.32,-0.03762257016806042
0.34,0.02979366905617887
0.36,0.029261205251026386
0.38,0.0267099612707505
0.4,0.069163454426294
0.42,0.06522051605563366
0.44,-0.01687251104321109
0.46,0.01678735432953802
0.48,-0.028062031016619568
0.5,0.0010509892251549956
0.52,-0.026988725210348914
0.54,0.0729031639111223
0.56,0.016366416765433326
0.58,-0.009811310764698995
0.6,0.05371283573353696
0.62,-0.09767769344079352
0.64,-0.09063461676893804
0.66,0.035812739484889826
0.68,0.0027210801652815626
0.7000000000000001,0.011270083511734228
0.72,-0.05968782464933469
0.74,-0.001045516988266479
0.76,0.09015792346806038
0.78,0.037088982890813825
0.8,0.007636794531426545
0.8200000000000001,-0.019757425954722196
0.84,-0.017755778334122722
0.86,-0.09581390501400079
0.88,0.011593818941452226
0.9,0.038046739881683424
0.92,-0.07090286972267767
0.9400000000000001,-0.029763760153806718
0.96,-0.052085908450503995
0.98,-0.04344080376639436
1.0,0.0024066732069855097
1.02,-0.09379809697448134
1.04,0.027642169726067877
1.06,0.0339234781470157
1.08,-0.011299616461661062
1.1,-0.11163188294930437
1.12,-0.04483883817010753
1.1400000000000001,0.055480587034621345
1.16,-0.12500974263278575
1.18,-0.015638553548708366
1.2,-0.05310003503102666
1.22,0.036205663571317645
1.24,-0.03038012784645576
1.26,0.018177930933102517
1.28,0.025445718862609188
1.3,0.08263016278785089
1.32,-0.00913238746539166
1.34,0.016921996633017508
1.36,-0.06682749656073461
1.3800000000000001,0.05356861034821848
1.4000000000000001,-0.03422289816321141
1.42,-0.02523393738394855
1.44,-0.0010011507682144833
1.46,-0.07032979554029323
1.48,0.01029465130180221
1.5,0.04353598228162548
1.52,0.013182022057378121
1.54,-0.07150039038804262
1.56,-0.005571418244834681
1.58,0.03339130063407708
1.6,-0.08450949446846585
1.62,-0.04836447062179713
1.6400000000000001,0.0394444621836684
1.6600000000000001,0.012154294538877893
1.68,0.018538721195703923
1.7,0.08367726634304902
1.72,0.021084875032779116
1.74,0.02960496046949307
1.76,0.12198354872482467
1.78,-0.00962120511407208
1.8,-0.03590472436283228
1.82,0.01925083792112097
1.84,0.01975459632250027
1.86,-0.023702192637579368
1.8800000000000001,-0.046457865879968134
1.9000000000000001,0.1039429989940535
1.92,0.01470795616746103
1.94,-0.0329528421630934
1.96,0.041216863602581935
1.98,-0.004911531820260053
2.0,-0.011379665084302406
2.02,0.025302279236152195
2.04,-0.05813470207042604
2.06,0.015868224176272757
2.08,0.08608296634792885
2.1,0.020977994798878984
2.12,-0.0169295446702559
2.14,-0.022819737619270888
2.16,-0.01846529880052992
2.18,-0.011428320512150147
2.2,-0.01700129397412224
2.22,0.0412340148483555
2.24,-0.07799440964440424
2.2600000000000002,0.03879000226854603
2.2800000000000002,-0.01708589363141525
2.3000000000000003,0.01696265035629175
2.32,-0.05071445595903887
2.34,0.05978839800822462
2.36,0.056053573207734284
2.38,0.04318157365875331
2.4,-0.06816396491070927
2.42,0.03731044819797238
2.44,0.018218478943606897
2.46,-0.07223720612096554
2.48,-0.001093382269686697
2.5,0.016404052006496812
2.52,0.025023387322041787
2.54,0.007976761512698508
2.56,0.013105413758132085
2.58,0.0663125126513893
2.6,0.05517152594598059
2.62,-0.12901747292022345
2.64,-0.01428473496769569
2.66,-0.0074092962394778075
2.68,-0.0788444357727137
2.7,0.004238237620454047
2.72,0.056194099758472796
2.74,-0.04889555368157656
2.7600000000000002,0.015138042241044253
2.7800000000000002,-0.0412120564783397
2.8000000000000003,-0.030236041065585455
2.82,0.06648271353765157
2.84,-0.024415101905032124
2.86,0.020799562005478108
2.88,-0.08420481522274442
2.9,0.0838042902627696
2.92,0.02711936008379245
2.94,-0.008212492919261774
2.96,0.025899592949995262
2.98,-0.06344187430265147
3.0,0.05321388337886957
3.02,-0.014579314897339357
3.04,-0.009183128177179561
3.06,-0.0221245026734468
3.08,-0.02612931312355131
3.1,0.031260177523278386
3.12,0.011515808254690028
3.14,0.029328666363136795
3.16,-0.00039576102685071534
3.18,0.023093991498473146
3.2,-0.018848193476626723
3.22,0.10033793286342968
3.24,-0.07055686873937243
3.2600000000000002,0.0567421795603343
3.2800000000000002,0.06155583528244368
3.3000000000000003,-0.03834714626845172
3.3200000000000003,0.1003173124750188
3.34,0.04479706273253931
3.36,0.04370125530703102
3.38,0.001260998416164451
3.4,-0.00977517711984044
3.42,-0.009423397216782365
3.44,0.017573876834378273
3.46,0.06305338237652533
3.48,0.008159139803763881
3.5,-0.04101496304117806
3.52,0.037099217807324086
3.54,0.04145178358776565
3.56,0.02945967878015037
3.58,0.033547450793624214
3.6,-0.012191765857101364
3.62,-0.04180451252087608
3.64,-0.03906870437883509
3.66,-0.07359584618060361
3.68,0.010662687519567738
3.7,-0.0037551952451967126
3.72,-0.019799446703836893
3.74,-0.13300284709552815
3.7600000000000002,-0.0561292861362376
3.7800000000000002,0.0504378293131425
3.8000000000000003,-0.029908170002840892
3.8200000000000003,0.01622662549455786
3.84,-0.06258084434888653
3.86,0.06474174670616539
3.88,-0.006481244702460438
3.9,0.013051817841759083
3.92,0.10466009063467582
3.94,0.06823980452652316
3.96,-0.013795452957917599
3.98,-0.026694908319166162
4.0,-0.01464952551837893
4.0200000000000005,0.022945421181444103
4.04,-0.004735086041289201
4.0600000000000005,-0.017785986525156224
4.08,0.0660231562819069
4.1,-0.00513944513000266
4.12,0.10348150918667937
4.14,0.004083415368847786
4.16,0.08033932774011274
4.18,0.016079374021978204
4.2,0.04333322579622515
4.22,-0.032607497318297596
4.24,-0.038419165016433526
4.26,0.02068676797567444
4.28,0.04448489591093918
4.3,0.0018115425900208288
4.32,-0.05788770007876637
4.34,-0.06121162648301971
4.36,-0.06422113809838086
4.38,-0.07954299508227214
4.4,0.004926841175118938
4.42,0.05062697647686113
4.44,-0.0006037104116163945
4.46,-0.10171866408020336
4.48,-0.008584220715054693
4.5,-0.00732595484846732
4.5200000000000005,0.09431994376014477
4.54,-0.06557120608138003
4.5600000000000005,-0.017580492116963806
4.58,0.07676337062450539
4.6000000000000005,0.020249025360594662
4.62,0.02534908830823911
4.64,0.00515629966607452
4.66,0.014847459239576904
4.68,0.03499242886253412
4.7,-0.036426884350174486
4.72,0.03951263605086899
4.74,-0.06178513575984926
4.76,0.014776558777419214
4.78,0.008043343347884722
4.8,-0.027733188968644854
4.82,-0.0010208373896541032
4.84,-0.028014306869949886
4.86,-0.048226559708778496
4.88,-0.015912663372613996
4.9,-0.04967948859172477
4.92,0.014525885884196165
4.94,-0.05175384723685635
4.96,0.03203896603459731
4.98,-0.0531665580567969
5.0,-0.025483271201145283
5.0200000000000005,-0.028107153369683054
5.04,0.059631602799367744
5.0600000000000005,0.014863047552746634
5.08,-0.00952802111449774
5.1000000000000005,0.022442374848137547
5.12,-0.09482365562983595
5.14,-0.001941011533840835
5.16,0.08988813800121431
5.18,0.005955592788120265
5.2,0.0030560926126200973
5.22,0.024665777083898822
5.24,0.040302235949145546
5.26,-0.08988600118004368
5.28,-0.07570469168059621
5.3,0.009463108098876594
5.32,-0.03216944528538793
5.34,0.059041136799896136
5.36,-0.014182847544835075
5.38,-0.0870538831070903
5.4,-0.05706062625797986
5.42,-0.12373542088337589
5.44,-0.010535649177731064
5.46,-0.00847728572689725
5.48,-0.0191008219401854
5.5,0.04854955675633824
5.5200000000000005,0.053933392643251206
5.54,-0.007667479051025004
5.5600000000000005,-0.09606121503645851
5.58,0.02777767112215163
5.6000000000000005,0.024991210282885895
5.62,0.013922620657062526
5.64,0.04416658871886521
5.66,-0.0524172643407468
5.68,0.09039399237833125
5.7,-0.04317424889138406
5.72,0.033715031724038454
5.74,-0.07593064624860082
5.76,-0.04186191092715229
5.78,0.06823658910264012
5.8,-0.011740492035038245
5.82,0.03779651723097591
