time,value
0.0,0.05620602135930727
0.01,0.030946148330300186
0.02,0.08847573621190157
0.03,-0.069652477473296
0.04,-0.011941204874141454
0.05,-0.020813462277427145
0.06,-0.08881572043838706
0.07,0.047714724215086234
0.08,-0.012167845011151129
0.09,0.0332834042243953
0.1,0.10618973704483252
0.11,-0.01589596613224237
0.12,-0.01895188421957198
0.13,0.00533988763757982
0.14,0.04442613088425343
0.15,-0.025502086138956746
0.16,-0.028393271870945876
0.17,0.047573517160861466
0.18,0.0170387695727116
0.19,-0.09201277183521693
0.2,-0.055142630976109865
0.21,0.06755561387222446
0.22,0.01808677273854656
0.23,-0.03429881689667621
0.24,-0.007668434575574196
0.25,0.0005956502760751591
0.26,0.03310800121260737
0.27,-0.06112185276864552
0.28,-0.037842711240170614
0.29,0.012283008968852498
0.3,-0.004492556122295264
0.31,0.025733663218651944
0.32,-0.0553278328811819
0.33,0.01607079043220945
0.34,0.049121262871986246
0.35000000000000003,0.021906834621717754
0.36,0.006260028289271634
0.37,-0.004314762115468689
0.38,-0.03756830187471758
0.39,-0.003239936659790481
0.4,0.05668676337961826
0.41000000000000003,-0.0053562827970056355
0.42,-0.040041179520678455
0.43,-0.022151118994442383
0.44,0.009038263377416856
0.45,-0.016808129873138112
0.46,0.02183864773784133
0.47000000000000003,0.023527969233706366
0.48,0.040004243118209167
0.49,0.06406017625192648
0.5,0.044813642596756235
0.51,-0.04204075788665819
0.52,-0.04065905009593225
0.53,-0.003409716440692099
0.54,-0.02030289107577365
0.55,-0.05122470271324242
0.56,-0.019876130737784742
0.5700000000000001,-0.021353082012856756
0.58,-0.03023314828925426
0.59,-0.014210526876975252
0.6,0.0530302882643249
0.61,0.008965711856215766
0.62,0.11123140842249613
0.63,0.00767286837088422
0.64,-0.013052959827176329
0.65,0.00018597971946897413
0.66,0.011542139029959299
0.67,0.01958642807269786
0.68,0.09345200966365606
0.6900000000000001,-0.03803942092399059
0.7000000000000001,0.0386570726179981
0.71,0.009348776892635573
0.72,-0.0706993984156778
0.73,0.034681445194264346
0.74,0.05704306023617572
0.75,-0.03857293816998434
0.76,-0.0004020240551386812
0.77,-0.07764094179034665
0.78,-0.05664629068579514
0.79,0.04716133099277636
