time,value
0.0,0.038987883016091976
0.02,0.011264548193570841
0.04,0.02273703821697468
0.06,-0.06432742072635608
0.08,0.08032266552960622
0.1,-0.027398290866541095
0.12,0.007569261320006514
0.14,0.038447309730526735
0.16,-0.044414089010823235
0.18,-0.024584596133070007
0.2,0.00806272985703934
0.22,0.12858628839591177
0.24,0.013550613428341093
0.26,0.07228625177838231
0.28,0.054255291533638
0.3,0.016560451642253345
0.32,-0.044513809723380544
0.34,0.04768891248682058
0.36,-0.06741496537416211
0.38,0.07203938056546913
0.4,0.009000238869821488
0.42,-0.11926005962841792
0.44,-0.01532277427643275
0.46,0.02942765194153232
0.48,-0.010666074286789501
0.5,0.0321752614947108
0.52,-0.038251087547053295
0.54,-0.05876920677544233
0.56,-0.003215043137142242
0.58,0.0014204550280461654
0.6,-0.015677295797804462
0.62,0.05522810159889866
0.64,-0.038259331881257595
0.66,0.014092452329955724
0.68,0.0030586487023631353
0.7000000000000001,-0.07005221784612375
0.72,-0.05935635826508305
0.74,0.0005359957311884134
0.76,0.08915399994091337
0.78,0.026067141535446495
0.8,-0.07765356713150846
0.8200000000000001,-0.13997196293037018
0.84,0.03298741168519709
0.86,-0.004329606731768956
0.88,0.051356968627966626
0.9,-0.03963230643201487
0.92,0.01575956240363368
0.9400000000000001,0.038077805836253815
0.96,-0.020135863719291682
0.98,-0.019173850660397944
1.0,0.001136827399427572
1.02,0.024420435595214795
1.04,-0.0006450302030359922
1.06,0.04382983519917689
1.08,-0.020787083517016348
1.1,-0.05977778424583993
1.12,0.08896389156509309
1.1400000000000001,-0.027208518144410086
1.16,-0.025579893767298627
1.18,-0.002961149448248296
1.2,0.0030231499344291527
1.22,-0.017400763911972726
1.24,-0.0007845253627054067
1.26,-0.001789300414267828
1.28,0.007866869715936312
1.3,-0.10608693565442921
1.32,0.08463943381535322
1.34,-0.006627974109055089
1.36,0.02612801787511434
1.3800000000000001,-0.06201456036903109
1.4000000000000001,-0.02119501175621626
1.42,-0.030254213984418653
1.44,0.06613756940288454
1.46,-0.026361612307614725
1.48,0.03411359941230411
1.5,-0.029268920370293782
1.52,-0.020367852284427484
1.54,-0.011049757434030867
1.56,0.05777303070731851
1.58,-0.08504336965635534
1.6,-0.05920485998734947
1.62,-0.08762873245604175
1.6400000000000001,-0.04893759538926526
1.6600000000000001,-0.03652200230364482
1.68,-0.0726516564340675
1.7,-0.033036648597660104
1.72,-0.09066215164200367
1.74,-0.045809492569545654
1.76,0.05401891799595902
1.78,0.018161463162649626
1.8,0.008436045247763747
1.82,-0.04512503503256015
1.84,-0.06912382315701258
1.86,-0.05126202339904263
1.8800000000000001,-0.0019444422103206743
1.9000000000000001,0.03906795508770007
1.92,0.040606533771089415
1.94,0.02837755631174998
1.96,-0.03319005888305749
1.98,0.0011047424581794615
2.0,-0.014460413851676065
2.02,-0.009053539357263761
2.04,0.09167075536319158
2.06,-0.07929001066516256
2.08,-0.01056045671650174
2.1,0.05452870082382705
2.12,-0.06596511727650922
2.14,-0.028968634136981267
2.16,-0.02380673239054378
2.18,-0.010048037492429303
2.2,-0.07181807218227977
2.22,0.026787872715211773
2.24,0.02998292771309148
2.2600000000000002,0.022876889625807646
2.2800000000000002,-0.03916681534309866
2.3000000000000003,0.0038929855854282804
2.32,-0.04047481078060893
2.34,-0.01496684973471807
2.36,0.0969060567226895
2.38,0.004306291991831518
2.4,-0.0534386959194228
2.42,0.008115090329876123
2.44,-0.06083081667284893
2.46,-0.05395546766317553
2.48,-0.04685054111769559
2.5,-0.019993925348805758
2.52,0.04216360480151407
2.54,0.026027918910757758
2.56,0.02353478977112977
2.58,-0.049451605451574406
2.6,-0.02435914599460419
2.62,0.012240049809743475
2.64,-0.028274399342478582
2.66,-0.012526489813549428
2.68,0.01986114116384773
2.7,-0.01569477065405859
2.72,0.010172681509591136
2.74,0.07167278052088058
2.7600000000000002,-0.007733645954414889
2.7800000000000002,0.053070201437364274
2.8000000000000003,0.025171653028831117
2.82,-0.0660258897069045
2.84,-0.049596166316858585
2.86,-0.037511814738145334
2.88,-0.038467571261975246
2.9,-0.004063038574806639
2.92,0.027658982163682
2.94,0.05648212875171252
2.96,0.013867878992628702
2.98,-0.02005558002239444
3.0,-0.09370085596334433
3.02,0.0031765308937802073
3.04,0.0011596587162746078
3.06,0.008231793909253096
3.08,0.09478081339664997
3.1,0.055826844578688244
3.12,0.03532774132124936
3.14,-0.04329347085322199
3.16,-0.023084763713853457
3.18,-0.004268007311782597
3.2,-0.03489332058046591
3.22,0.02252090362433031
